"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","11","60","3","1","109.550041","0","628"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","11","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","11","0","2","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","11","45","2","1","5.576316","0","456"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","11","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","11","10","5","1","18.909451","0","33"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","11","32","2","1","57.858360","0","262"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","11","45","2","1","5.718472","0","568"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","11","45","3","1","5.562689","0","458"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","11","45","4","1","5.914334","0","515"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","11","45","2","1","82.747787","0","555"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","11","45","1","1","83.207512","0","514"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","11","45","2","1","83.570152","0","545"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","11","45","1","1","88.797226","0","415"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","11","45","2","1","84.975128","0","502"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","11","45","2","1","5.513407","0","543"
"/Game/StarterContent/Materials/M_Glass.M_Glass","11","32","1","1","31.871553","0","291"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","11","40","4","1","4.706177","0","331"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","11","45","1","1","83.239281","0","525"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","11","45","1","1","84.597557","0","541"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","11","45","1","1","98.756210","0","529"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","11","45","2","1","113.121483","0","566"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","11","45","3","1","116.157372","0","382"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","11","45","1","1","105.401230","0","391"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","11","45","3","1","104.087646","0","686"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","11","45","1","1","98.477409","0","597"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","11","45","2","1","97.838455","0","627"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","11","45","3","1","95.948059","0","557"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","11","45","1","1","5.879313","0","635"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","11","45","1","1","96.740135","0","558"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","11","45","3","1","87.422989","0","665"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","11","45","3","1","81.304146","0","535"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","11","45","2","1","77.322617","0","582"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","11","45","3","1","77.381622","0","469"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","11","45","3","1","77.551491","0","536"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","11","45","1","1","75.324158","0","453"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","11","45","4","1","83.205299","0","448"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","11","45","3","1","93.215614","0","330"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","11","45","1","1","90.456680","0","400"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","11","45","3","1","83.683578","0","346"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","11","45","4","1","96.286049","0","411"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","11","45","1","1","111.399925","0","427"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","11","45","3","1","95.026573","0","487"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","11","45","3","1","83.929375","0","367"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","11","45","3","1","84.185402","0","437"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","11","45","1","1","84.752174","0","407"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","11","45","1","1","84.473778","0","464"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","11","45","4","1","90.234047","0","392"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","11","45","4","1","97.725227","0","285"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","11","45","4","1","103.917847","0","279"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","11","45","1","1","95.804405","0","276"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","11","45","3","1","84.636246","0","242"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","11","45","4","1","87.895775","0","255"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","11","45","4","1","91.952698","0","256"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","11","30","7","1","5.088819","0","152"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","11","6","6","1","0.843503","0","6"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","11","8","8","1","0.713882","0","15"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","11","4","4","2","6.703484","0","4"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","11","12","5","1","21.244522","0","30"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","11","6","6","1","8.450951","0","6"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","11","45","8","1","86.086624","0","235"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","11","45","7","1","7.838261","0","229"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","11","45","3","1","88.933983","0","268"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","11","60","3","1","113.388794","0","417"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","11","45","2","1","76.343414","0","199"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","11","45","4","1","82.560432","0","220"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","11","2","2","1","2.828504","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","11","2","2","1","2.932349","0","2"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","11","12","3","1","1.389841","0","31"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","11","6","6","1","0.781021","0","6"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","11","8","8","1","1.025601","0","14"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","11","8","8","1","1.129424","0","8"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","11","45","7","1","6.547190","0","263"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","11","45","7","1","6.375994","0","251"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","11","15","6","1","2.017994","0","44"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","11","52","2","1","7.262692","0","321"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","11","15","15","1","2.433412","0","23"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","11","45","7","1","83.825722","0","225"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","11","45","8","1","80.840347","0","252"
